c_Sport,c_Season,c_Event,c_Gender,n_DateSort,c_Person,c_PersonNatio,c_NOC,c_Result,n_ResultSort,c_Class
Swimming,2018,1500m Freestyle,Women,20180405,Emily Clarke,Great Britain,Great Britain,16:55.82,1015820,Elite
Swimming,2018,1500m Freestyle,Women,20180727,Alisha Hawkins,Great Britain,Great Britain,16:59.52,1019520,Elite
Swimming,2018,1500m Freestyle,Women,20180727,Leah Crisp,Great Britain,Great Britain,16:59.67,1019670,Elite
Swimming,2018,1500m Freestyle,Women,20180727,Nicole Ryan,Great Britain,Great Britain,17:02.75,1022750,Elite
Swimming,2018,1500m Freestyle,Women,20180706,Georgia Darwent,Great Britain,Great Britain,17:05.36,1025360,Elite
Swimming,2018,1500m Freestyle,Women,20180423,Philippa O'Brien,Great Britain,Great Britain,17:07.63,1027630,Elite
Swimming,2018,1500m Freestyle,Women,20180727,Michaella Glenister,Great Britain,Great Britain,17:07.92,1027920,Elite
Swimming,2018,1500m Freestyle,Women,20180727,Emilia Sansome,Great Britain,Great Britain,17:07.94,1027940,Elite
Swimming,2018,1500m Freestyle,Women,20180727,Fleur Lewis,Great Britain,Great Britain,17:08.13,1028130,Elite
Swimming,2018,1500m Freestyle,Women,20180727,Phoebe Griffiths,Great Britain,Great Britain,17:11.58,1031580,Elite
Swimming,2018,1500m Freestyle,Women,20180804,Elizabeth Boeckman,Great Britain,Great Britain,17:11.59,1031590,Elite
Swimming,2018,1500m Freestyle,Women,20180328,Iona Macleod,Great Britain,Great Britain,17:14.89,1034890,Elite
Swimming,2018,200m Backstroke,Men,20180409,Luke Greenbank,England,Great Britain,1:57.43,117430,Elite
Swimming,2018,200m Backstroke,Men,20180409,Craig McNally,Scotland,Great Britain,1:58.32,118320,Elite
Swimming,2018,200m Backstroke,Men,20180807,Brodie Williams,Great Britain,Great Britain,1:58.62,118620,Elite
Swimming,2018,200m Backstroke,Men,20180409,Xavier Castelli,Wales,Great Britain,1:59.27,119270,Elite
Swimming,2018,200m Backstroke,Men,20180325,Francisco Rogerio Santos,Great Britain,Great Britain,2:00.10,120100,Elite
Swimming,2018,200m Backstroke,Men,20180405,Daniel Cross,Great Britain,Great Britain,2:00.23,120230,Elite
Swimming,2018,200m Backstroke,Men,20180729,Callum Barrett,Great Britain,Great Britain,2:00.72,120720,Elite
Swimming,2018,200m Backstroke,Men,20180405,James Mcfadzen,Great Britain,Great Britain,2:01.25,121250,Elite
Swimming,2018,200m Backstroke,Men,20180729,Charlie Hutchison,Great Britain,Great Britain,2:01.63,121630,Elite
Swimming,2018,200m Backstroke,Men,20180408,Joseph Hulme,Great Britain,Great Britain,2:01.67,121670,Elite
Swimming,2018,200m Backstroke,Men,20180701,Elliot Clogg,England,Great Britain,2:01.84,121840,Elite
Swimming,2018,200m Backstroke,Men,20180111,Nicholas Pyle,Great Britain,Great Britain,2:02.17,122170,Elite
Swimming,2018,200m Backstroke,Men,20180729,Charlie Brown,Great Britain,Great Britain,2:02.55,122550,Elite
Swimming,2018,200m Backstroke,Men,20180729,Daniel Hall,Great Britain,Great Britain,2:02.60,122600,Elite
Swimming,2018,200m Backstroke,Men,20180729,Jacob Greenow,Great Britain,Great Britain,2:03.00,123000,Elite
Swimming,2018,200m Backstroke,Men,20180701,Joseph Small,Great Britain,Great Britain,2:03.10,123100,Elite
Swimming,2018,200m Backstroke,Men,20180729,Jamie Scholes,Great Britain,Great Britain,2:03.62,123620,Elite
Swimming,2018,200m Backstroke,Men,20180303,Ioan Evans,Great Britain,Great Britain,2:03.68,123680,Elite
Swimming,2018,200m Backstroke,Men,20180526,Max Litchfield,England,Great Britain,2:03.95,123950,Elite
Swimming,2018,200m Backstroke,Men,20180729,William Ryley,Great Britain,Great Britain,2:04.06,124060,Elite
Swimming,2018,200m Backstroke,Men,20180303,Jack Shillinglaw,Great Britain,Great Britain,2:04.44,124440,Elite
Swimming,2018,200m Backstroke,Men,20180409,Stephen Milne,Scotland,Great Britain,2:04.45,124450,Elite
Swimming,2018,200m Backstroke,Men,20180506,Matthew George,Great Britain,Great Britain,2:04.46,124460,Elite
Swimming,2018,200m Backstroke,Men,20180729,Oliver Fairman,Great Britain,Great Britain,2:04.56,124560,Elite
Swimming,2018,200m Backstroke,Men,20180506,Marcus Dey,Great Britain,Great Britain,2:04.84,124840,Elite
Swimming,2018,200m Backstroke,Men,20180729,Lewis Gilchrist,Great Britain,Great Britain,2:05.00,125000,Elite
Swimming,2018,200m Backstroke,Men,20180303,Michael Rees,Great Britain,Great Britain,2:05.22,125220,Elite
Swimming,2018,200m Backstroke,Women,20180302,Elizabeth Simmonds,England,Great Britain,2:10.26,130260,Elite
Swimming,2018,200m Backstroke,Women,20180629,Jessica Fullalove,England,Great Britain,2:11.16,131160,Elite
Swimming,2018,200m Backstroke,Women,20180727,Charlotte Evans,Great Britain,Great Britain,2:11.39,131390,Elite
Swimming,2018,200m Backstroke,Women,20180727,Chloe Golding,England,Great Britain,2:11.40,131400,Elite
Swimming,2018,200m Backstroke,Women,20180302,Kathryn Greenslade,Wales,Great Britain,2:11.67,131670,Elite
Swimming,2018,200m Backstroke,Women,20180727,Sophie Hobbah,Great Britain,Great Britain,2:12.40,132400,Elite
Swimming,2018,200m Backstroke,Women,20180727,Jennifer King,Great Britain,Great Britain,2:12.49,132490,Elite
Swimming,2018,200m Backstroke,Women,20180727,Laura Stephens,England,Great Britain,2:13.43,133430,Elite
Swimming,2018,200m Backstroke,Women,20180727,Rachel Anderson,Great Britain,Great Britain,2:13.44,133440,Elite
Swimming,2018,200m Backstroke,Women,20180302,Alexandra Waller,Great Britain,Great Britain,2:13.91,133910,Elite
Swimming,2018,200m Backstroke,Women,20180302,Lily Boseley,Great Britain,Great Britain,2:14.91,134910,Elite
Swimming,2018,200m Backstroke,Women,20180727,Daisy Platts,Great Britain,Great Britain,2:14.95,134950,Elite
Swimming,2018,200m Backstroke,Women,20180727,Pia Murray,Great Britain,Great Britain,2:15.52,135520,Elite
Swimming,2018,200m Backstroke,Women,20180727,Sophia Wilson,Great Britain,Great Britain,2:15.69,135690,Elite
Swimming,2018,200m Backstroke,Women,20180727,Katie Shanahan,Great Britain,Great Britain,2:15.74,135740,Elite
Swimming,2018,200m Backstroke,Women,20180302,Anna Maine,England,Great Britain,2:15.97,135970,Elite
Swimming,2018,200m Backstroke,Women,20180727,Daisy Anderson,Great Britain,Great Britain,2:15.99,135990,Elite
Swimming,2018,200m Backstroke,Women,20180506,Caitlin Hubbard,Great Britain,Great Britain,2:16.19,136190,Elite
Swimming,2018,200m Backstroke,Women,20180727,Ellis Shiels,Great Britain,Great Britain,2:16.51,136510,Elite
Swimming,2018,200m Backstroke,Women,20180727,Georgia Darwent,Great Britain,Great Britain,2:16.60,136600,Elite
Swimming,2018,200m Backstroke,Women,20180727,Ellie Turner,Great Britain,Great Britain,2:16.65,136650,Elite
Swimming,2018,200m Backstroke,Women,20180408,Gemma Atherley,Jersey,Great Britain,2:16.89,136890,Elite
Swimming,2018,200m Backstroke,Women,20180527,Julia Scrivin,Great Britain,Great Britain,2:16.99,136990,Elite
Swimming,2018,200m Backstroke,Women,20180527,Holly Hudghton,Great Britain,Great Britain,2:17.13,137130,Elite
Swimming,2018,200m Backstroke,Women,20180727,Jessica McDonough,Great Britain,Great Britain,2:17.15,137150,Elite
Swimming,2018,200m Backstroke,Women,20180330,Medi Harris,Great Britain,Great Britain,2:17.52,137520,Elite
Swimming,2018,200m Backstroke,Women,20180302,Isabel Jones,Great Britain,Great Britain,2:17.58,137580,Elite
Swimming,2018,200m Backstroke,Women,20180727,Emily Osborne,Great Britain,Great Britain,2:17.62,137620,Elite
Swimming,2018,200m Backstroke,Women,20180527,Candice Hall,Great Britain,Great Britain,2:17.64,137640,Elite
Swimming,2018,200m Backstroke,Women,20180520,Chloe Hannam,Great Britain,Great Britain,2:17.81,137810,Elite
Swimming,2018,200m Backstroke,Women,20180727,Tegan Drew,Great Britain,Great Britain,2:17.89,137890,Elite
Swimming,2018,200m Backstroke,Women,20180701,Olivia Butler,Great Britain,Great Britain,2:17.91,137910,Elite
Swimming,2018,200m Backstroke,Women,20180727,Jasmine Iley,Great Britain,Great Britain,2:18.11,138110,Elite
Swimming,2018,200m Backstroke,Women,20180804,Emily Peck,Great Britain,Great Britain,2:18.15,138150,Elite
Swimming,2018,200m Backstroke,Women,20180325,Emma Day,England,Great Britain,2:18.16,138160,Elite
Swimming,2018,200m Backstroke,Women,20180415,Emily Grant,Great Britain,Great Britain,2:18.21,138210,Elite
Swimming,2018,200m Backstroke,Women,20180330,Rebecca Sutton,Great Britain,Great Britain,2:18.32,138320,Elite
Swimming,2018,200m Backstroke,Women,20180727,Caitlin Ebbage,Great Britain,Great Britain,2:18.35,138350,Elite
Swimming,2018,200m Breaststroke,Men,20180405,James Wilby,England,Great Britain,2:08.05,128050,Elite
Swimming,2018,200m Breaststroke,Men,20180405,Ross Murdoch,Scotland,Great Britain,2:08.32,128320,Elite
Swimming,2018,200m Breaststroke,Men,20180405,Andrew Willis,England,Great Britain,2:09.31,129310,Elite
Swimming,2018,200m Breaststroke,Men,20180405,Craig Benson,Scotland,Great Britain,2:10.09,130090,Elite
Swimming,2018,200m Breaststroke,Men,20180405,Calum Tait,Great Britain,Great Britain,2:10.83,130830,Elite
Swimming,2018,200m Breaststroke,Men,20180727,Tobermory Mackay-Champion,Great Britain,Great Britain,2:13.99,133990,Elite
Swimming,2018,200m Breaststroke,Men,20180727,Adam Chillingworth,Great Britain,Great Britain,2:14.01,134010,Elite
Swimming,2018,200m Breaststroke,Men,20180727,Gregory Butler,Great Britain,Great Britain,2:15.20,135200,Elite
Swimming,2018,200m Breaststroke,Men,20180727,James Lewis,Great Britain,Great Britain,2:15.51,135510,Elite
Swimming,2018,200m Breaststroke,Men,20180727,Edward Baxter,Great Britain,Great Britain,2:15.52,135520,Elite
Swimming,2018,200m Breaststroke,Men,20180302,David Murphy,Great Britain,Great Britain,2:15.88,135880,Elite
Swimming,2018,200m Breaststroke,Men,20180406,Jacob Greenow,Great Britain,Great Britain,2:16.25,136250,Elite
Swimming,2018,200m Breaststroke,Men,20180413,George Clough,Great Britain,Great Britain,2:16.26,136260,Elite
Swimming,2018,200m Breaststroke,Men,20180727,Kyle Booth,Great Britain,Great Britain,2:16.53,136530,Elite
Swimming,2018,200m Breaststroke,Men,20180727,Nathan Hughes,Great Britain,Great Britain,2:16.54,136540,Elite
Swimming,2018,200m Breaststroke,Men,20180405,Luke Davies,Great Britain,Great Britain,2:17.24,137240,Elite
Swimming,2018,200m Breaststroke,Men,20180302,Thomas Dean,Great Britain,Great Britain,2:17.43,137430,Elite
Swimming,2018,200m Breaststroke,Men,20180302,Callum Smart,Great Britain,Great Britain,2:17.81,137810,Elite
Swimming,2018,200m Breaststroke,Men,20180127,Joel O'Halleron,Great Britain,Great Britain,2:17.82,137820,Elite
Swimming,2018,200m Breaststroke,Men,20180727,Lawrence Palmer,Great Britain,Great Britain,2:18.37,138370,Elite
Swimming,2018,200m Breaststroke,Men,20180727,Connor Bryan,Great Britain,Great Britain,2:18.45,138450,Elite
Swimming,2018,200m Breaststroke,Women,20180407,Molly Renshaw,England,Great Britain,2:23.28,143280,Elite
Swimming,2018,200m Breaststroke,Women,20180407,Chloe Tutton,Wales,Great Britain,2:23.42,143420,Elite
Swimming,2018,200m Breaststroke,Women,20180725,Katie Matts,Great Britain,Great Britain,2:25.06,145060,Elite
Swimming,2018,200m Breaststroke,Women,20180725,Georgia Coates,Great Britain,Great Britain,2:25.62,145620,Elite
Swimming,2018,200m Breaststroke,Women,20180127,Jocelyn Ulyett,England,Great Britain,2:26.57,146570,Elite
Swimming,2018,200m Breaststroke,Women,20180613,Siobhan-Marie O'Connor,England,Great Britain,2:27.72,147720,Elite
Swimming,2018,200m Breaststroke,Women,20180407,Hannah Miley,Scotland,Great Britain,2:28.01,148010,Elite
Swimming,2018,200m Breaststroke,Women,20180725,Kara Hanlon,Great Britain,Great Britain,2:28.86,148860,Elite
Swimming,2018,200m Breaststroke,Women,20180705,Lily Booker,Great Britain,Great Britain,2:29.02,149020,Elite
Swimming,2018,200m Breaststroke,Women,20180405,Orla Adams,Great Britain,Great Britain,2:29.43,149430,Elite
Swimming,2018,200m Breaststroke,Women,20180303,Abbie Wood,England,Great Britain,2:29.74,149740,Elite
Swimming,2018,200m Breaststroke,Women,20180407,Megan Morrison,Great Britain,Great Britain,2:29.76,149760,Elite
Swimming,2018,200m Breaststroke,Women,20180725,Amy Bell,Great Britain,Great Britain,2:29.88,149880,Elite
Swimming,2018,200m Breaststroke,Women,20180407,Bethan Sloan,Wales,Great Britain,2:29.94,149940,Elite
Swimming,2018,200m Breaststroke,Women,20180303,Corrie Scott,Scotland,Great Britain,2:30.40,150400,Elite
Swimming,2018,200m Breaststroke,Women,20180303,Aimee Willmott,England,Great Britain,2:30.95,150950,Elite
Swimming,2018,200m Breaststroke,Women,20180725,Annabel Guye-Johnson,Great Britain,Great Britain,2:31.07,151070,Elite
Swimming,2018,200m Breaststroke,Women,20180725,Katie Robertson,Great Britain,Great Britain,2:31.59,151590,Elite
Swimming,2018,200m Breaststroke,Women,20180525,Carmella Kitching,Great Britain,Great Britain,2:32.10,152100,Elite
Swimming,2018,200m Breaststroke,Women,20180725,Kayla Van Der Merwe,Great Britain,Great Britain,2:32.24,152240,Elite
Swimming,2018,200m Breaststroke,Women,20180705,Charlotte Rigg,Great Britain,Great Britain,2:32.26,152260,Elite
Swimming,2018,200m Breaststroke,Women,20180725,Rosanna Arnold,Great Britain,Great Britain,2:32.43,152430,Elite
Swimming,2018,200m Breaststroke,Women,20180725,Emma Day,England,Great Britain,2:32.62,152620,Elite
Swimming,2018,200m Breaststroke,Women,20180407,Amelia Monaghan,Great Britain,Great Britain,2:32.66,152660,Elite
Swimming,2018,200m Breaststroke,Women,20180725,Layla Black,Great Britain,Great Britain,2:32.71,152710,Elite
Swimming,2018,200m Breaststroke,Women,20180407,Niamh Robinson,Isle of Man,Great Britain,2:32.94,152940,Elite
Swimming,2018,200m Breaststroke,Women,20180725,Yvonne Brown,Great Britain,Great Britain,2:33.17,153170,Elite
Swimming,2018,200m Breaststroke,Women,20180725,Rachel Taylor,Great Britain,Great Britain,2:33.41,153410,Elite
Swimming,2018,200m Breaststroke,Women,20180303,Tatiana Belonogoff,Great Britain,Great Britain,2:33.48,153480,Elite
Swimming,2018,200m Breaststroke,Women,20180526,Cerys Coley,Great Britain,Great Britain,2:33.53,153530,Elite
Swimming,2018,200m Breaststroke,Women,20180725,Cira Fletcher,Great Britain,Great Britain,2:33.67,153670,Elite
Swimming,2018,200m Breaststroke,Women,20180725,Maia Hall,Great Britain,Great Britain,2:33.74,153740,Elite
Swimming,2018,200m Breaststroke,Women,20180725,Grace Gilroy,Great Britain,Great Britain,2:33.77,153770,Elite
Swimming,2018,200m Breaststroke,Women,20180726,Julia Knox,Ireland,Great Britain,2:34.91,154910,Elite
Swimming,2018,200m Breaststroke,Women,20180303,Hannah Sheehan,Great Britain,Great Britain,2:34.99,154990,Elite
Swimming,2018,200m Breaststroke,Women,20180526,Emily Wood,Great Britain,Great Britain,2:35.21,155210,Elite
Swimming,2018,200m Breaststroke,Women,20180725,Kayleigh Parker,Great Britain,Great Britain,2:35.39,155390,Elite
Swimming,2018,200m Butterfly,Men,20180804,James Guy,England,Great Britain,1:56.13,116130,Elite
Swimming,2018,200m Butterfly,Men,20180407,Duncan Scott,Scotland,Great Britain,1:56.60,116600,Elite
Swimming,2018,200m Butterfly,Men,20180407,Jacob Peters,England,Great Britain,1:57.75,117750,Elite
Swimming,2018,200m Butterfly,Men,20180725,Thomas Beeley,Great Britain,Great Britain,1:59.09,119090,Elite
Swimming,2018,200m Butterfly,Men,20180407,Joe Litchfield,England,Great Britain,1:59.69,119690,Elite
Swimming,2018,200m Butterfly,Men,20180725,Archie Goodburn,Great Britain,Great Britain,2:00.46,120460,Elite
Swimming,2018,200m Butterfly,Men,20180301,Thomas Paine,Great Britain,Great Britain,2:00.47,120470,Elite
Swimming,2018,200m Butterfly,Men,20180609,Mason Wilby,Great Britain,Great Britain,2:00.63,120630,Elite
Swimming,2018,200m Butterfly,Men,20180603,Mark Szaranek,Great Britain,Great Britain,2:01.04,121040,Elite
Swimming,2018,200m Butterfly,Men,20180725,Ben Hooper,Great Britain,Great Britain,2:01.37,121370,Elite
Swimming,2018,200m Butterfly,Men,20180725,Matthew Domville,Great Britain,Great Britain,2:01.40,121400,Elite
Swimming,2018,200m Butterfly,Men,20180725,Ryan Brown,Great Britain,Great Britain,2:01.44,121440,Elite
Swimming,2018,200m Butterfly,Men,20180725,Jacob Jackson,Great Britain,Great Britain,2:01.87,121870,Elite
Swimming,2018,200m Butterfly,Men,20180301,Sam Horrocks,Great Britain,Great Britain,2:01.92,121920,Elite
Swimming,2018,200m Butterfly,Men,20180725,Edward Mildred,Great Britain,Great Britain,2:02.04,122040,Elite
Swimming,2018,200m Butterfly,Men,20180725,Sam Dailley,Great Britain,Great Britain,2:02.33,122330,Elite
Swimming,2018,200m Butterfly,Men,20180725,Jakob Goodman,Great Britain,Great Britain,2:02.34,122340,Elite
Swimming,2018,200m Butterfly,Men,20180301,Charlie Hutchison,Great Britain,Great Britain,2:02.67,122670,Elite
Swimming,2018,200m Butterfly,Men,20180728,Calum Reid,Great Britain,Great Britain,2:03.43,123430,Elite
Swimming,2018,200m Butterfly,Men,20180301,Freddy Clampett,Great Britain,Great Britain,2:03.51,123510,Elite
Swimming,2018,200m Butterfly,Women,20180409,Alys Thomas,Wales,Great Britain,2:05.45,125450,Elite
Swimming,2018,200m Butterfly,Women,20180409,Charlotte Atkinson,Isle of Man,Great Britain,2:08.50,128500,Elite
Swimming,2018,200m Butterfly,Women,20180304,Laura Stephens,England,Great Britain,2:10.00,130000,Elite
Swimming,2018,200m Butterfly,Women,20180506,Emily Large,England,Great Britain,2:10.41,130410,Elite
Swimming,2018,200m Butterfly,Women,20180726,Keanna Macinnes,Scotland,Great Britain,2:10.49,130490,Elite
Swimming,2018,200m Butterfly,Women,20180705,Ciara Schlosshan,Great Britain,Great Britain,2:11.18,131180,Elite
Swimming,2018,200m Butterfly,Women,20180409,Hannah Miley,Scotland,Great Britain,2:11.53,131530,Elite
Swimming,2018,200m Butterfly,Women,20180112,Harriet Jones,Wales,Great Britain,2:11.97,131970,Elite
Swimming,2018,200m Butterfly,Women,20180409,Aimee Willmott,England,Great Britain,2:12.40,132400,Elite
Swimming,2018,200m Butterfly,Women,20180726,Isobel Grant,England,Great Britain,2:12.50,132500,Elite
Swimming,2018,200m Butterfly,Women,20180304,Tain Bruce,Great Britain,Great Britain,2:12.66,132660,Elite
Swimming,2018,200m Butterfly,Women,20180203,Holly Hibbott,England,Great Britain,2:13.06,133060,Elite
Swimming,2018,200m Butterfly,Women,20180304,Isabel Spinley,Great Britain,Great Britain,2:13.89,133890,Elite
Swimming,2018,200m Butterfly,Women,20180615,Meg Finnon,Great Britain,Great Britain,2:14.67,134670,Elite
Swimming,2018,200m Butterfly,Women,20180726,Tori Sopp,Great Britain,Great Britain,2:14.69,134690,Elite
Swimming,2018,200m Butterfly,Women,20180726,Caitlin Hubbard,Great Britain,Great Britain,2:14.87,134870,Elite
Swimming,2018,200m Butterfly,Women,20180726,Ruth McEwen,Great Britain,Great Britain,2:15.25,135250,Elite
Swimming,2018,200m Butterfly,Women,20180414,Amelia Clynes,Great Britain,Great Britain,2:15.50,135500,Elite
Swimming,2018,200m Butterfly,Women,20180726,Emma Day,England,Great Britain,2:15.54,135540,Elite
Swimming,2018,200m Butterfly,Women,20180726,Gaia Alcaras,Great Britain,Great Britain,2:15.83,135830,Elite
Swimming,2018,200m Butterfly,Women,20180407,Maisie Elliott,Great Britain,Great Britain,2:16.03,136030,Elite
Swimming,2018,200m Butterfly,Women,20180726,Sophie Freeman,Great Britain,Great Britain,2:16.15,136150,Elite
Swimming,2018,200m Butterfly,Women,20180726,Fleur Lewis,Great Britain,Great Britain,2:16.26,136260,Elite
Swimming,2018,200m Butterfly,Women,20180304,Rosie Rudin,England,Great Britain,2:16.44,136440,Elite
Swimming,2018,200m Butterfly,Women,20180406,Lucy Thornton,Great Britain,Great Britain,2:16.92,136920,Elite
Swimming,2018,200m Butterfly,Women,20180726,Daisy Anderson,Great Britain,Great Britain,2:16.96,136960,Elite
Swimming,2018,200m Butterfly,Women,20180726,Rachel Anderson,Great Britain,Great Britain,2:17.00,137000,Elite
Swimming,2018,200m Butterfly,Women,20180726,Mia Leech,Great Britain,Great Britain,2:17.06,137060,Elite
Swimming,2018,200m Butterfly,Women,20180304,Charlotte Robinson,Great Britain,Great Britain,2:17.45,137450,Elite
Swimming,2018,200m Butterfly,Women,20180726,Emma Rowson,Great Britain,Great Britain,2:17.54,137540,Elite
Swimming,2018,200m Butterfly,Women,20180304,Melanie Hall,Great Britain,Great Britain,2:17.68,137680,Elite
Swimming,2018,200m Butterfly,Women,20180311,Nikki Miller,Great Britain,Great Britain,2:17.75,137750,Elite
Swimming,2018,200m Freestyle,Men,20180807,Duncan Scott,Scotland,Great Britain,1:45.34,105340,Elite
Swimming,2018,200m Freestyle,Men,20180807,James Guy,England,Great Britain,1:46.20,106200,Elite
Swimming,2018,200m Freestyle,Men,20180406,Calum Jarvis,Wales,Great Britain,1:46.53,106530,Elite
Swimming,2018,200m Freestyle,Men,20180707,Thomas Dean,Great Britain,Great Britain,1:47.64,107640,Elite
Swimming,2018,200m Freestyle,Men,20180804,Stephen Milne,Scotland,Great Britain,1:47.77,107770,Elite
Swimming,2018,200m Freestyle,Men,20180406,Craig McLean,Scotland,Great Britain,1:48.42,108420,Elite
Swimming,2018,200m Freestyle,Men,20180406,Nicholas Grainger,England,Great Britain,1:48.72,108720,Elite
Swimming,2018,200m Freestyle,Men,20180406,Cameron Kurle,England,Great Britain,1:48.96,108960,Elite
Swimming,2018,200m Freestyle,Men,20180406,Timothy Shuttleworth,Great Britain,Great Britain,1:48.98,108980,Elite
Swimming,2018,200m Freestyle,Men,20180720,Joseph Clark,Great Britain,Great Britain,1:49.40,109400,Elite
Swimming,2018,200m Freestyle,Men,20180729,Kyle Chisholm,Great Britain,Great Britain,1:49.45,109450,Elite
Swimming,2018,200m Freestyle,Men,20180526,Max Litchfield,England,Great Britain,1:49.57,109570,Elite
Swimming,2018,200m Freestyle,Men,20180729,Harry Constantine,Great Britain,Great Britain,1:49.98,109980,Elite
Swimming,2018,200m Freestyle,Men,20180729,Jakob Goodman,Great Britain,Great Britain,1:50.00,110000,Elite
Swimming,2018,200m Freestyle,Men,20180729,Fraser Minnican,England,Great Britain,1:50.12,110120,Elite
Swimming,2018,200m Freestyle,Men,20180331,Dan Jones,Great Britain,Great Britain,1:50.14,110140,Elite
Swimming,2018,200m Freestyle,Men,20180304,Jay Lelliott,England,Great Britain,1:50.27,110270,Elite
Swimming,2018,200m Freestyle,Men,20180608,Mark Szaranek,Great Britain,Great Britain,1:50.65,110650,Elite
Swimming,2018,200m Freestyle,Men,20180303,Lewis Clough,Great Britain,Great Britain,1:50.66,110660,Elite
Swimming,2018,200m Freestyle,Men,20180707,Luke Turley,Great Britain,Great Britain,1:50.72,110720,Elite
Swimming,2018,200m Freestyle,Men,20180724,Thomas Kingham,Great Britain,Great Britain,1:50.82,110820,Elite
Swimming,2018,200m Freestyle,Men,20180729,Thomas Flower,Great Britain,Great Britain,1:50.98,110980,Elite
Swimming,2018,200m Freestyle,Men,20180729,Kieran Bird,Great Britain,Great Britain,1:51.44,111440,Elite
Swimming,2018,200m Freestyle,Women,20180405,Eleanor Faulkner,England,Great Britain,1:57.72,117720,Elite
Swimming,2018,200m Freestyle,Women,20180405,Holly Hibbott,England,Great Britain,1:58.10,118100,Elite
Swimming,2018,200m Freestyle,Women,20180301,Kathryn Greenslade,Wales,Great Britain,1:58.53,118530,Elite
Swimming,2018,200m Freestyle,Women,20180301,Lucy Hope,Great Britain,Great Britain,1:59.00,119000,Elite
Swimming,2018,200m Freestyle,Women,20180724,Elizabeth Harris,Great Britain,Great Britain,1:59.95,119950,Elite
Swimming,2018,200m Freestyle,Women,20180724,Georgia Coates,Great Britain,Great Britain,2:00.50,120500,Elite
